partnerid,MaxSameIpCount,NoOfUniqueIp,IpClickRatio,IpVariance,MaxSameAgentCount,NoOfUniqueAgent,AgentClickRatio,AgentVariance,MaxSameCidCount,NoOfUniqueCid,CidClickRatio,CidVariance,MaxSameCntrCount,NoOfUniqueCntr,CntrClickRatio,CntrVariance,TotalClicks,NoOfUniqueReferer,RefererClickRatio,NonRefererClickRatio,AvgClickPer1Min,AvgClickPer5Min,AvgClickPer3Hr,AvgClickPer6Hr,MaxClickPer1Min,MaxClickPer5Min,MaxClickPer3Hr,MaxClickPer6Hr,TimeatVariance1Min,TimeatVariance5Min,TimeatVariance3Hr,TimeatVariance6Hr,Skew1Min,Skew5Min,Skew3Hr,Skew6Hr,EntropyIplong,EntropyCid,EntropyAgent,EntropyCntr,CategoryPrior,status
8iu38,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8iu3e,45,95,0.64,20.2,18,64,0.43,7.44,129,8,0.05,1746.48,143,4,0.03,3729.19,149,60,0.4,0.6,1.04,1.19,6.21,11.46,2,3,16,22,0.04,0.19,11.58,32.4,4.57,2.14,1.29,0.15,5.42,0.87,5.43,0.29,149,OK
8iu3h,341,597,0.56,194.89,56,222,0.21,72.47,36,292,0.27,24.7,401,43,0.04,5640.54,1069,706,0.66,0.34,1.2,1.98,42.76,82.23,6,13,113,165,0.31,2.59,704.02,2359.41,3.92,3.17,1.07,0.56,7,7.39,6.59,3.06,1069,OK
8iu4c,88,89,0.35,84.85,26,65,0.25,17.9,68,37,0.14,154.62,175,9,0.04,3069.36,256,228,0.89,0.11,1.08,1.29,10.67,21.33,3,4,30,43,0.09,0.41,38.81,108.39,3.98,2.47,1.31,0.74,4.92,3.93,5.43,1.28,256,OK
8iu57,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8iu5r,2,2,0.67,0.25,2,2,0.67,0.25,2,2,0.67,0.25,2,2,0.67,0.25,3,2,0.67,0.33,1.5,1.5,1.5,1.5,2,2,2,2,0.25,0.25,0.25,0.25,0,0,0,0,0.92,0.92,0.92,0.92,3,OK
8iu66,35,97,0.62,11.97,11,72,0.46,3.5,93,57,0.37,145.67,46,21,0.13,112.82,156,60,0.38,0.62,1.06,1.2,6.24,12,3,4,14,24,0.07,0.31,10.82,36.15,4.68,3.17,0.82,0.68,5.78,3.29,5.77,3.4,156,OK
8iu6m,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iu6x,5,2,0.33,4,5,2,0.33,4,4,3,0.5,2,5,2,0.33,4,6,1,0.17,0.83,1,1.5,3,3,1,3,5,5,0,0.75,4,4,0,1.15,0,0,0.65,1.25,0.65,0.65,6,OK
8iu74,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8iu76,80,55,0.08,247.98,312,96,0.13,1002.75,84,41,0.06,637.94,723,1,0,0,723,117,0.16,0.84,1.15,1.62,28.92,55.62,3,6,62,107,0.17,0.92,238.55,811.78,2.82,1.71,0.87,0.68,4.92,4.16,4.35,0,723,Observation
8iu77,15,3,0.14,32.67,8,10,0.48,4.29,7,4,0.19,2.19,21,1,0.05,0,21,4,0.19,0.81,1.11,1.17,5.25,7,2,2,11,12,0.09,0.14,14.19,14,2.57,1.79,0.48,0.38,1.13,1.94,2.83,0,21,OK
8iu7b,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8iu7d,120,54,0.05,506.66,559,118,0.11,2614.69,253,46,0.04,2362.99,1054,1,0,0,1054,135,0.13,0.87,1.19,1.97,42.16,81.08,4,9,88,155,0.22,1.69,437.17,1480.53,2.83,1.63,0.38,0.31,4.93,3.9,3.86,0,1054,OK
8iu7w,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iu82,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8iua3,11,13,0.5,7.08,6,12,0.46,2.31,3,17,0.65,0.6,12,5,0.19,14.16,26,17,0.65,0.35,1.04,1.08,2.17,2.89,2,2,6,8,0.04,0.08,2.81,6.1,4.69,3.02,1.23,0.97,2.98,3.92,3.28,1.96,26,OK
8iuan,2571,2157,0.31,3106.63,502,451,0.06,1635.89,361,552,0.08,675.96,3089,81,0.01,125088.39,6968,4310,0.62,0.38,2.09,8.08,278.72,536,9,30,533,887,1.55,17.61,9785.64,41315.69,1.37,1.15,0.51,-0.52,7.28,7.69,7.05,3.44,6968,Observation
8iuav,2,8,0.89,0.11,2,8,0.89,0.11,2,8,0.89,0.11,7,3,0.33,8,9,3,0.33,0.67,1,1.13,1.5,1.5,1,2,3,3,0,0.11,0.58,0.58,0,2.27,1.12,1.12,2.95,2.95,2.95,0.99,9,OK
8iub1,2,3,0.75,0.22,2,3,0.75,0.22,3,2,0.5,1,3,2,0.5,1,4,3,0.75,0.25,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,1.5,0.81,1.5,0.81,4,OK
8iucx,1,13,1,0,10,4,0.31,15.19,4,7,0.54,1.27,10,2,0.15,12.25,13,2,0.15,0.85,1.18,1.18,1.3,1.63,2,2,2,4,0.15,0.15,0.21,1.23,1.65,1.65,0.87,1.32,3.7,2.57,1.15,0.78,13,OK
8iufj,23,9,0.26,46.4,4,21,0.62,0.71,21,4,0.12,68.75,32,2,0.06,225,34,18,0.53,0.47,1,1.17,3.78,6.8,1,2,7,11,0,0.14,2.4,11.36,0,1.73,0.37,-0.58,1.85,1.26,4.22,0.32,34,OK
8iufr,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iufs,14,30,0.59,5.81,7,31,0.61,1.52,7,16,0.31,3.65,50,2,0.04,600.25,51,31,0.61,0.39,1.04,1.11,2.55,4.25,2,3,7,11,0.04,0.14,2.95,7.19,4.64,3.65,1.07,1.19,4.24,3.74,4.67,0.14,51,OK
8iufv,2,1,0.5,0,2,1,0.5,0,2,1,0.5,0,2,1,0.5,0,2,1,0.5,0.5,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,OK
8iugo,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iuhr,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iui3,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iuia,2876,2855,0.39,2905.54,1123,249,0.03,14707.57,359,528,0.07,801.72,2046,100,0.01,68438.14,7341,460,0.06,0.94,2.25,8.59,293.64,564.69,13,37,580,1003,2.11,26.04,16475.75,66860.06,1.66,1.31,0.57,0.05,7.56,7.61,4.65,4.02,7341,OK
8iuip,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iujq,3,4,0.67,0.75,3,4,0.67,0.75,2,5,0.83,0.16,6,1,0.17,0,6,5,0.83,0.17,1,1,2,2,1,1,4,4,0,0,2,2,0,0,0.71,0.71,1.79,2.25,1.79,0,6,OK
8iujx,84,90,0.41,76.13,33,80,0.37,16,72,92,0.42,54.6,82,16,0.07,627.23,218,87,0.4,0.6,1.07,1.29,9.48,16.77,3,4,20,37,0.08,0.41,31.55,108.02,4.55,2.39,0.51,0.21,4.76,5.09,5.59,2.47,218,OK
8iukd,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iuls,6,11,0.69,2.07,5,11,0.69,1.34,2,13,0.81,0.18,16,1,0.06,0,16,12,0.75,0.25,1,1.07,1.45,1.78,1,2,2,3,0,0.06,0.25,0.4,0,3.47,0.18,0.21,3.03,3.63,3.15,0,16,OK
8ium6,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iumc,15,23,0.58,8.19,5,29,0.73,0.72,7,26,0.65,1.63,20,14,0.35,23.41,40,24,0.6,0.4,1.03,1.11,2.5,3.64,2,2,8,8,0.03,0.1,4.63,8.05,6,2.47,1.34,0.54,3.69,4.37,4.66,2.74,40,OK
8iume,172,297,0.55,98.46,50,136,0.25,39.66,399,84,0.15,1857.96,228,32,0.06,2124.75,542,105,0.19,0.81,1.12,1.44,21.68,41.69,4,8,48,92,0.14,0.68,108.54,442.21,3.7,2.8,0.78,0.63,6.38,2.45,6.1,2.74,542,OK
8iumx,4,4,0.57,1.69,4,4,0.57,1.69,4,4,0.57,1.69,6,2,0.29,6.25,7,2,0.29,0.71,1.4,1.75,1.75,1.75,2,4,4,4,0.24,1.69,1.69,1.69,0.41,1.15,1.15,1.15,1.66,1.66,1.66,0.59,7,OK
8iun9,289,377,0.47,221.03,46,229,0.29,24.43,129,279,0.35,67.5,397,63,0.08,2533.3,803,93,0.12,0.88,1.13,1.64,32.12,61.77,3,9,74,107,0.14,0.99,193.71,591.56,2.89,2.21,0.98,-0.45,6.2,6.89,7.05,3.36,803,OK
8iuna,2,4,0.8,0.19,3,3,0.6,0.89,1,5,1,0,5,1,0.2,0,5,4,0.8,0.2,1,1.25,1.67,1.67,1,2,3,3,0,0.19,0.89,0.89,0,1.15,0.71,0.71,1.92,2.32,1.37,0,5,OK
8iunk,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,1,0.33,0.67,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8iuo8,943,1049,0.52,845.1,37,580,0.29,17.04,95,318,0.16,142.75,309,20,0.01,16760.65,1999,210,0.11,0.89,1,2.37,79.96,153.77,2,4,108,204,0,0.61,344.04,2008.49,15.68,-0.02,-1.75,-2.22,6.3,7.08,8.53,3.03,1999,OK
8iuok,14,39,0.64,4.45,7,36,0.59,1.77,58,4,0.07,609.19,45,11,0.18,156.25,61,12,0.2,0.8,1,1.03,2.77,5.08,1,2,9,11,0,0.03,4.18,7.24,0,5.15,1.43,0.63,4.72,0.36,4.86,1.66,61,OK
8iuqb,1,2,1,0,2,1,0.5,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,OK
8iuqh,12,10,0.4,10.65,4,19,0.76,0.64,9,16,0.64,3.75,18,8,0.32,31.61,25,12,0.48,0.52,1,1.04,1.47,2.27,1,2,3,4,0,0.04,0.6,1.11,0,4.59,1.23,0.38,2.54,3.42,4.05,1.64,25,OK
8iuqk,1004,1009,0.5,996.04,37,590,0.29,15.61,104,338,0.17,133.61,345,21,0.01,16444.44,2020,54,0.03,0.97,1.01,2.4,80.8,155.38,2,5,104,199,0.01,0.57,324.96,1980.39,11.43,0.04,-2.05,-2.35,6.02,7.13,8.56,3.07,2020,OK
8iuqp,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iuqv,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iurr,3,7,0.78,0.49,3,5,0.56,0.56,2,8,0.89,0.11,7,2,0.22,6.25,9,5,0.56,0.44,1,1.13,1.5,1.8,1,2,3,3,0,0.11,0.58,0.96,0,2.27,1.12,0.41,2.64,2.95,2.2,0.76,9,OK
8iuuw,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8iuv4,8,6,0.46,6.81,2,12,0.92,0.08,2,12,0.92,0.08,5,8,0.62,1.73,13,3,0.23,0.77,1,1,1.3,1.86,1,1,3,4,0,0,0.41,1.27,0,0,1.92,0.89,1.85,3.55,3.55,2.65,13,OK
8iuv6,20,54,0.7,6.58,15,40,0.52,6.52,5,53,0.69,0.85,69,5,0.06,719.44,77,29,0.38,0.62,1.01,1.05,3.35,6.42,2,2,8,11,0.01,0.05,4.05,7.08,8.54,3.91,0.89,-0.35,5.04,5.51,4.69,0.66,77,OK
8iuv8,5,7,0.44,2.2,4,8,0.5,1.25,1,16,1,0,6,8,0.5,3.25,16,8,0.5,0.5,1.07,1.07,2,2.67,2,2,3,6,0.06,0.06,0.5,3.22,3.47,3.47,0,0.85,2.52,4,2.78,2.53,16,OK
8iuv9,42,4,0.09,310.25,16,6,0.13,27.22,9,15,0.33,6.2,41,4,0.09,290.25,46,5,0.11,0.89,1.44,2.42,11.5,11.5,4,9,40,40,0.56,4.88,271.25,271.25,1.79,1.81,1.15,1.15,0.56,3.47,2.23,0.66,46,OK
8iuva,2,24,0.96,0.04,3,21,0.84,0.25,19,3,0.12,57.56,25,1,0.04,0,25,10,0.4,0.6,1,1.09,1.56,2.27,1,2,3,4,0,0.08,0.5,1.29,0,2.93,0.85,0.2,4.56,1.02,4.29,0,25,OK
8iuwa,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iuxg,2,2,0.67,0.25,1,3,1,0,2,2,0.67,0.25,2,2,0.67,0.25,3,2,0.67,0.33,1,1,1,1.5,1,1,1,2,0,0,0,0.25,0,0,0,0,0.92,0.92,1.58,0.92,3,OK
8iuxk,4,1,0.25,0,2,2,0.5,0,2,3,0.75,0.22,4,1,0.25,0,4,1,0.25,0.75,1.33,1.33,2,2,2,2,2,2,0.22,0.22,0,0,0.71,0.71,0,0,0,1.5,1,0,4,OK
8iuxq,6,24,0.43,2.89,22,19,0.34,21.1,10,20,0.36,7.76,54,2,0.04,676,56,4,0.07,0.93,1.04,1.19,2.8,5.09,2,3,7,10,0.04,0.28,3.26,8.26,4.9,2.7,0.55,0.44,4.24,3.77,3.39,0.22,56,OK
8iuy6,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iuyv,24,14,0.22,38.24,12,20,0.31,10.76,4,36,0.56,0.95,23,11,0.17,41.24,64,27,0.42,0.58,1.28,2.21,5.33,7.11,3,8,17,22,0.28,3.54,28.56,66.77,1.75,2.03,1.07,0.86,2.89,4.97,3.71,2.75,64,OK
8iv07,2,6,0.86,0.14,2,6,0.86,0.14,1,7,1,0,4,2,0.29,0.25,7,5,0.71,0.29,1,1.17,1.4,1.4,1,2,3,3,0,0.14,0.64,0.64,0,1.79,1.5,1.5,2.52,2.81,2.52,0.99,7,OK
8iv0i,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv0s,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv0x,32,49,0.58,19.22,7,39,0.46,3,24,23,0.27,22.57,81,3,0.04,1404.67,84,4,0.05,0.95,1.01,1.14,4,7,2,3,8,14,0.01,0.17,6.38,17.17,8.95,3.19,0.44,0.37,4.38,3.82,4.92,0.26,84,OK
8iv1g,3,1,0.33,0,1,3,1,0,2,2,0.67,0.25,2,2,0.67,0.25,3,3,1,0,1,1,1,1.5,1,1,1,2,0,0,0,0.25,0,0,0,0,0,0.92,1.58,0.92,3,OK
8iv1m,2,6,0.86,0.14,2,6,0.86,0.14,5,3,0.43,3.56,2,5,0.71,0.24,7,4,0.57,0.43,1,1,1.17,1.17,1,1,2,2,0,0,0.14,0.14,0,0,1.79,1.79,2.52,1.15,2.52,2.24,7,OK
8iv1x,16,31,0.63,7.02,15,30,0.61,6.43,7,31,0.63,1.47,30,9,0.18,77.36,49,16,0.33,0.67,1.02,1.14,2.88,4.45,2,2,10,12,0.02,0.12,6.1,11.34,6.71,2.08,1.59,1,4.19,4.67,4.18,2.02,49,OK
8iv2t,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv3o,1,2,1,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,OK
8iv48,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv4d,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv4h,1,2,1,0,1,2,1,0,2,1,0.5,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,OK
8iv4j,33,92,0.65,11.86,16,62,0.44,6.92,119,21,0.15,630.09,92,17,0.12,451.99,142,24,0.17,0.83,1.11,1.28,5.92,11.83,4,8,27,29,0.18,0.76,31.99,43.81,4.51,4.98,2.23,1.14,5.61,1.32,5.36,2.07,142,OK
8iv58,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv5f,1,2,1,0,1,2,1,0,1,2,1,0,2,1,0.5,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,OK
8iv5p,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv65,13,13,0.48,10.07,4,16,0.59,0.96,7,11,0.41,2.79,12,4,0.15,23.19,27,18,0.67,0.33,1,1,1.69,2.7,1,1,5,7,0,0,1.21,3.81,0,0,1.76,0.99,2.83,3.18,3.79,1.58,27,OK
8iv6j,8,7,0.47,5.84,2,13,0.87,0.13,2,14,0.93,0.07,2,11,0.73,0.23,15,11,0.73,0.27,1.07,1.07,1.25,1.67,2,2,2,2,0.07,0.07,0.19,0.22,3.33,3.33,1.15,-0.71,2.17,3.77,3.64,3.37,15,OK
8iv7e,73,123,0.34,46.12,105,119,0.33,91.18,117,68,0.19,240.55,304,9,0.03,8802.32,359,17,0.05,0.95,1.07,1.4,14.36,27.62,3,5,45,56,0.08,0.61,91.51,200.85,3.98,2.28,1.79,0.48,5.86,4.12,5.47,0.93,359,OK
8iv7j,250,318,0.44,197.49,41,168,0.23,30.79,582,83,0.12,4011.41,279,40,0.06,2694.39,716,309,0.43,0.57,1.12,1.59,28.64,55.08,3,7,59,107,0.13,0.78,149.51,611.61,2.99,1.86,0.41,0.09,6.06,1.82,6.61,2.87,716,OK
8iv8i,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8iv9n,533,597,0.53,473.28,22,454,0.4,6.21,60,251,0.22,52.94,183,17,0.02,5484.25,1130,206,0.18,0.82,1,1.45,45.2,86.92,2,3,69,125,0,0.29,120.72,655.92,33.55,0.58,-0.79,-1.54,5.87,6.97,8.34,3.07,1130,OK
8ivbf,122,3,0.02,2620.67,104,5,0.03,1419.36,46,11,0.07,289.06,150,3,0.02,4802,156,3,0.02,0.98,1.97,5.38,39,39,5,18,117,117,1.34,21.82,2150,2150,0.83,1.08,0.97,0.97,0.8,2.41,1.41,0.27,156,Observation
8ivbn,80,129,0.5,48.31,13,93,0.36,5.7,24,55,0.21,39.63,104,32,0.12,360.5,258,141,0.55,0.45,1.1,1.3,10.32,19.85,3,5,27,46,0.11,0.41,29.02,99.82,3.43,2.75,1.11,1.08,5.58,4.82,6.09,3.27,258,OK
8ivbx,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ivcn,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,2,0.67,0.33,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
8ivdi,40,39,0.34,38.1,15,43,0.37,8.73,7,67,0.58,1.84,48,10,0.09,234.85,115,40,0.35,0.65,1.06,1.17,4.6,8.85,2,3,18,19,0.06,0.18,18.16,27.21,3.54,2.46,1.61,0.52,4.16,5.74,4.82,2.37,115,OK
8ivdx,5,5,0.42,3.04,5,7,0.58,1.92,3,10,0.83,0.36,5,3,0.25,0.67,12,10,0.83,0.17,1,1,1.5,2,1,1,3,3,0,0,0.5,1,0,0,1.06,0,1.95,3.19,2.45,1.55,12,OK
8ive3,5,6,0.6,2.22,1,10,1,0,4,7,0.7,1.1,7,3,0.3,6.89,10,4,0.4,0.6,1,1,1.43,2,1,1,3,3,0,0,0.53,0.8,0,0,1.36,0,2.16,2.52,3.32,1.16,10,OK
8ive5,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ivea,24,14,0.33,34.14,5,23,0.55,1.19,7,21,0.5,3.24,29,6,0.14,97.67,42,9,0.21,0.79,1.08,1.27,2.8,3.5,2,3,12,14,0.07,0.38,8.16,12.75,3.18,2.08,2.16,1.96,2.53,3.94,4.3,1.57,42,OK
8iveg,9,14,0.61,4.23,2,17,0.74,0.23,2,21,0.91,0.09,16,6,0.26,29.81,23,16,0.7,0.3,1.05,1.1,1.64,2.56,2,2,4,5,0.04,0.09,1.09,1.58,4.36,2.76,1.51,0.55,3.2,4.35,4,1.57,23,OK
8ivf6,10,35,0.7,2.53,13,26,0.52,5.53,6,34,0.68,1.13,48,3,0.06,490.89,50,28,0.56,0.44,1.04,1.11,2.94,4.55,2,3,9,11,0.04,0.14,4.17,9.52,4.59,3.6,1.57,0.73,4.68,4.82,4.13,0.28,50,OK
8ivfj,1,4,1,0,1,4,1,0,1,4,1,0,2,3,0.75,0.22,4,4,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,2,1.5,4,OK
8ivfk,1126,902,0.4,1404.62,178,319,0.14,404.41,684,133,0.06,3718.72,991,25,0.01,44533.01,2229,694,0.31,0.69,1.31,2.84,89.16,171.46,5,10,131,237,0.33,2.47,607.97,3131.33,2.02,0.88,-0.81,-1.31,5.69,4.93,6.37,2.51,2229,OK
8ivge,1,8,1,0,2,7,0.88,0.12,2,7,0.88,0.12,7,2,0.25,9,8,2,0.25,0.75,1,1,1.33,1.33,1,1,2,2,0,0,0.22,0.22,0,0,0.71,0.71,3,2.75,2.75,0.54,8,OK
8ivhg,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ivhr,45,65,0.44,30.51,41,49,0.33,41.02,24,48,0.32,16.76,92,9,0.06,791.8,149,53,0.36,0.64,1.06,1.22,6.21,11.46,4,5,19,24,0.1,0.37,20,44.56,7.07,3.58,1.3,0.38,4.83,4.79,4.32,1.74,149,OK
8ivir,4051,1230,0.18,13384.89,1556,460,0.07,6570.12,2586,186,0.03,39848.49,5280,77,0.01,357872.5,6743,3387,0.5,0.5,2.33,7.99,269.72,518.69,14,43,847,1103,3.32,52.54,48319.4,111784.83,2.02,1.83,1.59,0.5,4.37,4.04,5.87,1.63,6743,OK
8iviz,2,1,0.5,0,1,2,1,0,1,2,1,0,1,2,1,0,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,OK
8ivj4,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ivjv,1109,1511,0.49,813.12,323,331,0.11,639.17,449,257,0.08,1689.05,2272,61,0.02,83027.39,3077,947,0.31,0.69,1.5,3.93,123.08,236.69,9,17,209,352,0.71,5.74,2298.47,7632.83,2.51,1.04,0.26,-0.74,7.52,5.46,6.54,1.95,3077,OK
8ivkm,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ivkn,286,305,0.31,308.46,70,190,0.2,95.28,118,184,0.19,262.48,433,48,0.05,3934.83,974,738,0.76,0.24,1.19,1.81,38.96,74.92,9,9,66,117,0.41,1.32,163.08,592.69,5.97,2.39,-0.22,-1.11,5.89,5.44,6.33,3.42,974,OK
8ivlh,1741,831,0.2,4035.31,300,391,0.09,729.55,292,170,0.04,4412.66,1250,67,0.02,45290.34,4213,1145,0.27,0.73,1.68,5.05,168.52,324.08,8,16,262,449,0.95,7.84,2276.17,10499.46,1.86,1.03,-0.3,-1.41,5.26,5.07,6.92,3.23,4213,Fraud
8ivlp,57,116,0.63,26.85,9,92,0.5,2.87,20,70,0.38,9.43,41,26,0.14,95.92,184,5,0.03,0.97,1.14,1.6,12.27,20.44,3,7,60,101,0.13,1.16,269.8,905.14,2.52,2.35,1.86,2.03,5.57,5.49,6.15,3.71,184,Observation
8ivm9,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ivmk,6,18,0.75,1.33,3,21,0.88,0.22,4,15,0.63,0.77,16,9,0.38,22.22,24,14,0.58,0.42,1,1.04,1.71,2.4,1,2,4,4,0,0.04,0.63,0.64,0,4.48,1.41,0.33,3.86,3.72,4.3,1.92,24,OK
8ivnj,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OK
8ivnk,2,5,0.71,0.24,2,5,0.71,0.24,2,6,0.86,0.14,5,2,0.29,2.25,7,4,0.57,0.43,1.17,1.75,1.75,1.75,2,3,3,3,0.14,0.69,0.69,0.69,1.79,0.49,0.49,0.49,2.24,2.52,2.24,0.86,7,OK
8ivnx,1,3,1,0,1,3,1,0,1,3,1,0,2,2,0.67,0.25,3,2,0.67,0.33,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.58,1.58,1.58,0.92,3,OK
