"partnerid","AgentClickRatio","AgentVariance","MaxSameCidCount","NoOfUniqueCid","CidClickRatio","CidVariance","status"
"8kxev","1.00","0.00","2","1","0.50","0.00","OK"
"8kxew","1.00","0.00","1","2","1.00","0.00","OK"
"8kxez","1.00","0.00","1","1","1.00","0.00","OK"
"8kxf2","0.00","0.00","70","7","0.02","18.20","OK"
"8kxf4","0.57","1.53","41","30","0.39","51.25","OK"
"8kxfb","0.46","4.89","19","44","0.45","7.53","OK"
"8kxfu","1.00","0.00","1","1","1.00","0.00","OK"
"8kxgk","0.50","0.67","2","5","0.83","0.16","OK"
"8kxgm","0.06","88.89","11","20","0.40","8.45","OK"
"8kxgs","0.05","2157.81","69","40","0.05","671.54","Fraud"
"8kxgt","0.15","268.07","20","22","0.11","67.58","OK"
"8kxgu","0.22","56.79","482","22","0.04","9937.61","OK"
"8kxgv","0.06","2639.53","62","43","0.07","418.34","Fraud"
"8kxgy","0.07","0.00","10","5","0.36","12.96","OK"
"8kxhd","1.00","0.00","1","1","1.00","0.00","OK"
"8kxhn","0.80","0.31","2","17","0.85","0.15","OK"
"8kxhp","1.00","0.00","1","2","1.00","0.00","OK"
"8kxhq","0.00","0.00","1719","12","0.00","315712.75","OK"
"8kxij","0.00","0.00","784","12","0.00","57315.25","Fraud"
"8kxik","0.60","0.89","1","5","1.00","0.00","OK"
"8kxim","1.00","0.00","1","1","1.00","0.00","OK"
"8kxj4","0.71","0.64","1","7","1.00","0.00","OK"
"8kxj8","0.04","306.25","7","19","0.35","3.88","OK"
"8kxjw","0.22","54.52","20","32","0.24","23.88","OK"
"8kxjy","0.42","5.34","19","30","0.20","27.03","OK"
"8kxkx","0.06","16413.56","1235","88","0.06","17069.69","Observation"
"8kxl2","1.00","0.00","1","1","1.00","0.00","OK"
"8kxl3","0.00","44633.56","143","20","0.02","2590.39","Fraud"
"8kxla","0.48","3.43","4","47","0.66","0.63","OK"
"8kxlk","0.23","63.02","86","167","0.18","221.04","OK"
"8kxll","0.24","32.29","73","167","0.14","224.29","OK"
"8kxlo","0.64","0.77","33","9","0.21","100.44","OK"
"8kxlp","0.10","4378.75","667","45","0.04","9574.27","OK"
"8kxlq","0.60","3.82","4","69","0.82","0.32","OK"
"8kxlr","0.14","166.91","195","224","0.12","631.02","OK"
"8kxlt","0.02","14812.17","85","23","0.06","719.55","OK"
"8kxlv","0.10","4639.51","615","59","0.07","6250.57","Fraud"
"8kxly","0.02","60342.81","266","35","0.03","3750.56","Fraud"
"8kxm0","0.06","72.00","10","18","0.38","8.33","OK"
"8kxm9","0.07","1205.86","12","23","0.20","10.43","OK"
"8kxmh","0.22","67.49","309","69","0.17","1351.88","Fraud"
"8kxml","0.06","98.00","12","19","0.37","9.48","OK"
"8kxmm","1.00","0.00","1","1","1.00","0.00","OK"
"8kxmo","0.75","0.22","1","12","1.00","0.00","OK"
"8kxn2","1.00","0.00","1","1","1.00","0.00","OK"
"8kxn5","0.24","60.32","13","12","0.32","11.08","OK"
"8kxnk","0.22","6.25","1","9","1.00","0.00","OK"
"8kxnl","0.00","0.00","957","5","0.00","53926.24","OK"
"8kxnm","0.00","75082.67","96","13","0.01","354.69","Fraud"
"8kxnn","0.01","3025.00","14","25","0.15","17.68","Observation"
"8kxnw","0.49","3.65","57","27","0.28","111.06","OK"
"8kxo5","1.00","0.00","1","1","1.00","0.00","OK"
"8kxoj","0.21","40.57","126","54","0.13","349.62","Observation"
"8kxom","0.26","13.69","7","32","0.46","2.63","OK"
"8kxor","0.25","12.67","2","11","0.92","0.08","OK"
"8kxos","1.00","0.00","1","3","1.00","0.00","OK"
"8kxox","0.82","0.17","9","3","0.27","14.22","OK"
"8kxoy","0.21","117.96","41","50","0.17","91.84","Fraud"
"8kxp5","1.00","0.00","1","1","1.00","0.00","OK"
"8kxpa","1.00","0.00","1","1","1.00","0.00","OK"
"8kxpd","0.67","1.35","20","11","0.37","29.83","OK"
"8kxpq","0.16","67.55","43","1","0.02","0.00","OK"
"8kxpv","0.01","0.00","38","4","0.03","54.50","OK"
"8kxq6","0.18","83.98","679","167","0.16","2729.64","OK"
"8kxqd","0.19","10.61","12","8","0.15","11.73","OK"
"8kxqf","1.00","0.00","1","2","1.00","0.00","OK"
"8kxqj","0.39","11.81","11","18","0.19","12.33","OK"
"8kxqk","0.08","5391.30","1710","1","0.00","0.00","Observation"
"8kxqm","0.03","1263.50","24","13","0.11","49.30","OK"
"8kxqw","0.44","3.27","12","36","0.33","9.89","OK"
"8kxr9","0.24","73.06","288","178","0.15","756.30","Observation"
"8kxrb","0.11","154.40","63","13","0.16","270.22","Observation"
"8kxrc","0.02","0.00","7","10","0.22","4.04","OK"
"8kxre","0.19","116.59","198","180","0.11","396.21","Observation"
"8kxri","0.67","0.86","4","38","0.78","0.42","OK"
"8kxrj","0.66","1.41","7","15","0.52","2.86","OK"
"8kxrs","0.09","76.19","8","12","0.27","7.19","OK"
"8kxtp","0.69","1.13","7","16","0.44","2.94","OK"
"8kxvk","0.31","24.17","40","94","0.26","46.11","OK"
"8kxxf","0.15","56.10","9","32","0.52","4.93","OK"
"8kxzn","1.00","0.00","1","2","1.00","0.00","OK"
"8kxzu","0.25","74.21","13","180","0.32","7.13","OK"
"8ky0g","1.00","0.00","1","1","1.00","0.00","OK"
"8ky0o","0.88","0.12","2","7","0.88","0.12","OK"
"8ky15","0.47","1.87","5","20","0.56","1.06","OK"
"8ky18","1.00","0.00","1","1","1.00","0.00","OK"
"8ky1v","0.90","0.10","2","8","0.80","0.19","OK"
"8ky22","0.46","1.64","5","16","0.62","1.23","OK"
"8ky2b","1.00","0.00","1","3","1.00","0.00","OK"
"8ky2f","1.00","0.00","1","7","1.00","0.00","OK"
"8ky2l","1.00","0.00","2","2","0.67","0.25","OK"
"8ky2n","1.00","0.00","1","2","1.00","0.00","OK"
"8ky46","0.56","3.15","11","32","0.44","5.08","OK"
"8ky4j","0.31","2.96","4","10","0.63","1.44","OK"
"8ky4k","0.70","0.93","6","31","0.67","1.02","OK"
"8ky4n","0.29","6.25","1","7","1.00","0.00","OK"
"8ky4r","1.00","0.00","1","1","1.00","0.00","OK"
"8ky4x","1.00","0.00","1","1","1.00","0.00","OK"
"8ky50","1.00","0.00","1","1","1.00","0.00","OK"
"8ky5c","0.47","4.41","4","6","0.40","1.58","OK"
"8ky5s","1.00","0.00","1","1","1.00","0.00","OK"
"8ky6d","0.67","0.25","2","2","0.67","0.25","OK"
"8ky6h","0.27","33.70","27","81","0.18","45.30","Fraud"
"8ky6n","0.21","20.03","26","77","0.17","41.07","Fraud"
"8ky6u","0.33","1.50","2","10","0.83","0.16","OK"
"8ky6v","0.02","0.00","5","33","0.50","1.45","OK"
"8ky77","0.25","0.00","1","4","1.00","0.00","OK"
"8ky8n","0.78","0.20","1","9","1.00","0.00","OK"
"8ky8r","1.00","0.00","1","3","1.00","0.00","OK"
"8ky93","1.00","0.00","2","4","0.80","0.19","OK"
"8ky9n","1.00","0.00","1","1","1.00","0.00","OK"
"8kyao","0.50","0.00","1","2","1.00","0.00","OK"
"8kyb9","1.00","0.00","1","7","1.00","0.00","OK"
"8kybc","1.00","0.00","1","3","1.00","0.00","OK"
"8kybl","0.07","3938.94","506","579","0.10","1071.63","OK"
"8kybu","1.00","0.00","1","1","1.00","0.00","OK"
"8kyc0","0.80","0.19","2","4","0.80","0.19","OK"
"8kycf","1.00","0.00","1","1","1.00","0.00","OK"
"8kycw","0.58","6.14","78","84","0.45","69.66","OK"
"8kydv","0.21","45.98","62","133","0.16","94.21","Fraud"
"8kygk","0.52","1.94","6","16","0.48","2.18","OK"
"8kygl","1.00","0.00","1","3","1.00","0.00","OK"
"8kygo","1.00","0.00","1","1","1.00","0.00","OK"
"8kygq","0.40","24.98","24","64","0.31","15.30","OK"
"8kygz","1.00","0.00","1","1","1.00","0.00","OK"
"8kyhj","1.00","0.00","1","1","1.00","0.00","OK"
"8kyiq","0.86","0.14","2","12","0.86","0.14","OK"
"8kyjt","0.83","0.16","1","12","1.00","0.00","OK"
"8kyk5","0.45","4.06","58","19","0.22","159.62","OK"
"8kyka","1.00","0.00","1","2","1.00","0.00","OK"
"8kyl4","0.49","2.31","9","45","0.46","4.09","OK"
"8kyl5","0.05","196.00","14","5","0.13","33.60","OK"
"8kyld","0.48","1.91","15","20","0.40","9.55","OK"
"8kymr","1.00","0.00","1","3","1.00","0.00","OK"
"8kynd","0.80","0.19","2","9","0.90","0.10","OK"
"8kynk","1.00","0.00","1","3","1.00","0.00","OK"
"8kyov","0.00","163671.25","272","45","0.02","4129.13","Fraud"
"8kyow","0.60","0.89","2","4","0.80","0.19","OK"
"8kyoy","1.00","0.00","1","1","1.00","0.00","OK"
"8kyp1","0.08","93.21","8","41","0.38","4.66","OK"
"8kyp7","0.50","0.00","1","2","1.00","0.00","OK"
"8kyp8","0.71","0.64","2","5","0.71","0.24","OK"
"8kypd","0.54","7.77","12","50","0.56","3.16","OK"
"8kypr","0.70","0.87","16","8","0.35","24.61","OK"
"8kyqu","1.00","0.00","1","1","1.00","0.00","OK"
"8kyre","1.00","0.00","1","2","1.00","0.00","OK"
"8kysj","0.92","0.08","2","9","0.75","0.22","OK"
"8kyss","0.67","0.25","2","2","0.67","0.25","OK"
"8kytg","1.00","0.00","1","1","1.00","0.00","OK"
"8kyu8","0.50","2.00","3","4","0.67","0.75","OK"
"8kyvb","0.10","707.15","434","237","0.05","2943.98","OK"
"8kyvg","0.33","0.00","1","3","1.00","0.00","OK"
"8kyvt","0.50","0.00","1","2","1.00","0.00","OK"
"8kyvw","0.73","0.60","13","15","0.50","8.80","OK"
"8kyw0","0.88","0.12","2","6","0.75","0.22","OK"
"8kyw6","0.19","12.24","4","16","0.59","1.21","OK"
"8kywb","0.48","4.40","9","60","0.65","1.62","OK"
"8kywm","1.00","0.00","1","1","1.00","0.00","OK"
"8kywq","1.00","0.00","1","1","1.00","0.00","OK"
"8kywy","0.46","2.87","14","45","0.40","7.14","OK"
"8kyxs","1.00","0.00","1","1","1.00","0.00","OK"
"8kyxz","1.00","0.00","1","1","1.00","0.00","OK"
"8kyyv","0.79","0.20","1","14","1.00","0.00","OK"
"8kyz1","0.43","4.56","7","6","0.43","4.56","OK"
"8kyzp","0.02","66211.83","4233","488","0.01","190953.44","OK"
"8kz2d","0.17","16.00","2","9","0.75","0.22","OK"
"8kz2e","1.00","0.00","1","1","1.00","0.00","OK"
"8kz2y","1.00","0.00","1","1","1.00","0.00","OK"
"8kz4p","1.00","0.00","1","1","1.00","0.00","OK"
"8kz5j","0.88","0.12","1","8","1.00","0.00","OK"
"8kz64","0.63","1.47","88","19","0.18","377.40","OK"
"8kz6l","1.00","0.00","1","1","1.00","0.00","OK"
"8kz6p","0.22","66.31","64","90","0.10","323.43","Fraud"
"8kz6r","1.00","0.00","1","1","1.00","0.00","OK"
"8kz74","1.00","0.00","1","2","1.00","0.00","OK"
"8kz7h","1.00","0.00","1","2","1.00","0.00","OK"
"8kz7i","1.00","0.00","1","1","1.00","0.00","OK"
"8kz7z","0.86","0.31","3","12","0.86","0.31","OK"
"8kz81","0.45","8.76","5","16","0.73","0.98","OK"
"8kz84","0.35","82.23","229","56","0.18","909.25","OK"
"8kz8a","0.65","1.16","30","4","0.12","154.25","OK"
"8kz9c","0.70","0.24","2","9","0.90","0.10","OK"
"8kz9e","0.56","0.96","7","3","0.33","8.00","OK"
"8kz9f","0.12","368.13","455","166","0.07","1979.86","OK"
"8kz9k","1.00","0.00","1","1","1.00","0.00","OK"
"8kz9x","0.67","0.25","3","1","0.33","0.00","OK"
"8kzaf","1.00","0.00","1","1","1.00","0.00","OK"
"8kzbb","0.06","12805.33","1248","228","0.02","33736.92","OK"
"8kzbg","0.63","1.91","17","3","0.16","56.89","OK"
"8kzd5","1.00","0.00","2","3","0.75","0.22","OK"
"8kzds","0.90","0.10","1","10","1.00","0.00","OK"
"8kzen","0.66","0.78","11","16","0.55","5.90","OK"
"8kzep","0.56","1.47","3","30","0.73","0.43","OK"
"8kzer","0.79","0.33","2","16","0.84","0.15","OK"
"8kzes","1.00","0.00","1","1","1.00","0.00","OK"
"8kzf2","1.00","0.00","1","2","1.00","0.00","OK"
"8kzf5","1.00","0.00","1","1","1.00","0.00","OK"
"8kzfo","0.57","1.65","9","48","0.56","2.41","OK"
"8kzgc","1.00","0.00","1","2","1.00","0.00","OK"
"8kzgf","1.00","0.00","1","3","1.00","0.00","OK"
"8kzhr","0.89","0.11","2","8","0.89","0.11","OK"
"8kzhu","1.00","0.00","2","1","0.50","0.00","OK"
"8kzhz","0.72","0.39","10","8","0.44","8.69","OK"
"8kzi1","1.00","0.00","1","3","1.00","0.00","OK"
"8kzi5","1.00","0.00","1","1","1.00","0.00","OK"
"8kzjk","0.03","1943.73","49","15","0.06","279.23","Fraud"
"8kzjq","0.21","32.22","8","9","0.32","4.32","OK"
"8kzjy","0.67","0.25","1","3","1.00","0.00","OK"
"8kzkc","0.60","0.22","2","4","0.80","0.19","OK"
"8kzkl","0.70","0.98","5","25","0.58","1.48","OK"
"8kzkp","0.75","0.22","2","3","0.75","0.22","OK"
"8kzkq","1.00","0.00","1","1","1.00","0.00","OK"
"8kzl3","0.67","0.25","3","1","0.33","0.00","OK"
"8kzl6","1.00","0.00","1","2","1.00","0.00","OK"
"8kzlb","1.00","0.00","1","1","1.00","0.00","OK"
"8kzll","0.59","5.07","40","41","0.38","37.02","OK"
"8kzlm","1.00","0.00","2","3","0.75","0.22","OK"
"8kzm1","0.28","19.40","42","76","0.15","107.45","Fraud"
"8kzmh","1.00","0.00","2","2","0.67","0.25","OK"
"8kzmx","1.00","0.00","1","1","1.00","0.00","OK"
"8kzmy","0.70","0.70","45","17","0.27","106.80","OK"
"8kzna","0.11","441.18","2839","160","0.05","49972.53","OK"
"8kznn","0.26","35.01","65","335","0.26","49.65","OK"
"8kznw","0.47","2.65","58","31","0.33","101.03","OK"
"8kzo4","0.88","0.12","1","8","1.00","0.00","OK"
"8kzom","1.00","0.00","1","1","1.00","0.00","OK"
"8kzpi","0.50","1.50","8","1","0.13","0.00","OK"
"8kzq3","0.50","0.00","1","2","1.00","0.00","OK"
"8kzqd","0.29","54.72","265","97","0.19","716.47","OK"
"8kzqe","0.75","0.22","1","4","1.00","0.00","OK"
"8kzqo","0.50","0.00","1","2","1.00","0.00","OK"
"8kzr4","0.42","4.13","9","18","0.40","4.14","OK"
"8kzr5","0.31","15.09","7","25","0.42","2.07","OK"
"8kzr6","0.29","12.04","9","25","0.38","4.23","OK"
"8kzr7","0.37","8.50","8","30","0.33","4.67","OK"
"8kzr9","0.44","2.11","8","19","0.37","3.56","OK"
"8kzss","0.32","8.73","10","23","0.46","3.88","OK"
"8kzst","0.30","5.46","9","25","0.47","2.75","OK"
"8kzsu","0.44","1.65","4","20","0.49","1.25","OK"
"8kzt1","0.13","1019.61","1046","100","0.03","16134.49","OK"
"8kztj","1.00","0.00","1","3","1.00","0.00","OK"
"8kztp","1.00","0.00","1","2","1.00","0.00","OK"
"8kztq","0.36","52.14","9","74","0.55","3.31","OK"
"8kzu3","0.86","0.14","2","6","0.86","0.14","OK"
"8kzuk","0.66","0.96","4","39","0.83","0.37","OK"
"8kzv1","0.45","5.75","20","68","0.28","16.16","OK"
"8kzvn","0.09","1007.32","5314","257","0.04","109328.71","OK"
"8kzw1","0.62","0.93","24","13","0.35","37.36","OK"
"8kzwc","0.64","1.10","3","8","0.73","0.48","OK"
"8kzwu","0.22","171.42","55","36","0.13","214.71","OK"
"8kzx6","0.68","0.56","2","18","0.95","0.05","OK"
"8kzxc","0.33","59.80","10","15","0.33","8.06","OK"
"8kzxk","0.46","7.43","8","74","0.47","2.66","OK"
"8kzxo","0.22","12.25","1","9","1.00","0.00","OK"
"8kzxz","0.02","57931.24","308","53","0.04","5520.53","OK"
"8kzy2","0.33","0.00","2","2","0.67","0.25","OK"
"8kzy5","0.16","157.99","1021","188","0.11","5499.05","OK"
"8kzyi","0.11","443.28","115","214","0.10","262.95","Observation"
"8kzyz","0.33","0.00","3","1","0.33","0.00","OK"
"8l004","1.00","0.00","1","1","1.00","0.00","OK"
"8l00g","0.12","709.55","1560","80","0.02","38121.37","OK"
"8l00h","0.58","2.30","30","37","0.22","35.81","Fraud"
"8l00x","1.00","0.00","1","4","1.00","0.00","OK"
"8l014","0.33","1.00","2","3","0.50","0.00","OK"
"8l01a","0.78","0.20","2","6","0.67","0.25","OK"
"8l01b","1.00","0.00","1","1","1.00","0.00","OK"
"8l01g","0.03","1024.00","19","30","0.44","11.33","OK"
"8l01w","1.00","0.00","1","1","1.00","0.00","OK"
"8l01y","0.75","0.33","12","12","0.50","9.17","OK"
"8l029","0.78","0.20","2","8","0.89","0.11","OK"
"8l02e","1.00","0.00","1","1","1.00","0.00","OK"
"8l02g","0.67","0.25","2","2","0.67","0.25","OK"
"8l02m","0.50","0.00","1","2","1.00","0.00","OK"
"8l02n","1.00","0.00","1","2","1.00","0.00","OK"
"8l02t","0.52","1.76","4","16","0.64","1.00","OK"
"8l02x","0.36","13.77","19","42","0.29","18.68","OK"
"8l03g","1.00","0.00","1","2","1.00","0.00","OK"
"8l03j","0.48","6.81","8","17","0.52","3.35","OK"
"8l046","1.00","0.00","1","2","1.00","0.00","OK"
"8l04m","0.23","9.22","5","11","0.42","1.69","OK"
"8l04x","0.22","9.92","25","14","0.26","36.84","OK"
"8l04z","0.29","40.18","14","99","0.33","9.59","OK"
"8l050","0.27","7.23","13","11","0.22","18.96","OK"
"8l051","0.26","6.75","14","11","0.22","19.52","OK"
"8l052","0.27","5.06","19","11","0.25","24.18","OK"
"8l053","0.24","10.19","12","10","0.20","18.69","OK"
"8l05k","0.33","4.00","2","5","0.83","0.16","OK"
"8l05l","0.24","50.62","252","107","0.23","581.25","OK"
"8l05z","0.67","0.25","1","3","1.00","0.00","OK"
"8l061","0.57","5.30","5","45","0.75","0.71","OK"
"8l063","0.70","1.64","27","7","0.21","82.78","OK"
"8l06b","1.00","0.00","1","1","1.00","0.00","OK"
"8l071","0.14","175.47","23","79","0.27","18.11","OK"
"8l07i","0.34","22.80","245","74","0.21","791.95","OK"
"8l07n","0.80","0.19","1","5","1.00","0.00","OK"
"8l07q","1.00","0.00","1","1","1.00","0.00","OK"
"8l07t","1.00","0.00","1","1","1.00","0.00","OK"
"8l08l","0.50","0.00","1","2","1.00","0.00","OK"
"8l09b","0.19","29.83","68","10","0.11","389.69","OK"
"8l0a0","0.63","1.27","60","6","0.09","483.47","OK"
"8l0aq","0.94","0.06","3","14","0.88","0.27","OK"
"8l0b4","0.50","4.36","23","93","0.44","7.84","OK"
"8l0bl","0.12","514.16","237","76","0.07","1123.99","Observation"
"8l0bm","0.31","11.19","4","7","0.54","0.98","OK"
"8l0c2","0.44","2.38","5","9","0.36","2.62","OK"
"8l0ca","0.24","39.75","21","120","0.29","10.52","OK"
"8l0cx","0.14","8.19","8","7","0.24","6.69","OK"
"8l0e4","0.52","7.16","72","28","0.27","173.08","OK"
"8l0f6","0.77","0.21","8","17","0.65","2.84","OK"
"8l0fs","1.00","0.00","1","1","1.00","0.00","OK"
"8l0fv","1.00","0.00","2","1","0.50","0.00","OK"
"8l0fx","1.00","0.00","1","2","1.00","0.00","OK"
"8l0gr","0.53","2.10","3","25","0.74","0.31","OK"
"8l0ho","0.80","0.19","2","8","0.80","0.19","OK"
"8l0i4","0.50","0.00","2","1","0.50","0.00","OK"
"8l0io","0.33","5.43","8","22","0.45","3.54","OK"
"8l0iu","0.35","5.47","5","20","0.59","1.31","OK"
"8l0iv","0.42","3.86","5","24","0.63","0.99","OK"
"8l0j8","0.75","0.22","3","2","0.50","1.00","OK"
"8l0jf","0.45","3.32","7","23","0.55","1.97","OK"
"8l0k0","1.00","0.00","1","1","1.00","0.00","OK"
"8l0k9","1.00","0.00","1","2","1.00","0.00","OK"
"8l0l8","1.00","0.00","1","1","1.00","0.00","OK"
"8l0lh","0.70","0.82","2","18","0.90","0.10","OK"
"8l0lm","1.00","0.00","1","1","1.00","0.00","OK"
"8l0lv","0.57","1.69","2","6","0.86","0.14","OK"
"8l0m2","1.00","0.00","2","1","0.50","0.00","OK"
"8l0m9","0.63","1.24","9","21","0.51","3.76","OK"
"8l0mw","0.57","0.69","1","7","1.00","0.00","OK"
"8l0n5","1.00","0.00","3","5","0.71","0.64","OK"
"8l0ng","0.27","4.22","5","5","0.45","2.16","OK"
"8l0nw","0.89","0.11","9","1","0.11","0.00","OK"
"8l0p1","0.51","1.48","20","15","0.31","23.66","OK"
"8l0p8","0.60","0.89","5","1","0.20","0.00","OK"
"8l0q6","0.14","238.33","224","403","0.07","821.41","Fraud"
"8l0r9","0.17","0.00","2","5","0.83","0.16","OK"
"8l0rb","0.30","10.46","17","77","0.31","18.76","Fraud"
"8l0rp","0.34","33.85","7","72","0.59","1.82","OK"
"8l0rq","0.18","1214.78","1097","150","0.10","7940.59","OK"
"8l0rr","0.45","7.40","4","63","0.61","0.89","OK"
"8l0sm","0.09","984.94","414","275","0.07","2938.52","OK"
"8l0sw","0.63","1.44","2","7","0.88","0.12","OK"
"8l0t1","0.48","3.09","3","15","0.71","0.37","OK"
"8l0t3","1.00","0.00","1","1","1.00","0.00","OK"
"8l0t6","0.90","0.10","1","10","1.00","0.00","OK"
"8l0td","1.00","0.00","1","1","1.00","0.00","OK"
"8l0ty","0.67","0.25","3","1","0.33","0.00","OK"
"8l0u5","1.00","0.00","1","4","1.00","0.00","OK"
"8l0uu","0.60","5.14","12","26","0.65","4.56","OK"
"8l0v8","0.18","221.31","609","66","0.04","6568.81","Observation"
"8l0v9","0.07","2623.58","6311","107","0.01","383688.32","OK"
"8l0w0","1.00","0.00","1","1","1.00","0.00","OK"
"8l0wx","0.41","15.82","6","121","0.53","1.76","OK"
"8l0wz","0.80","0.19","1","5","1.00","0.00","OK"
"8l0x3","0.37","9.76","74","190","0.37","43.58","OK"
"8l0x4","0.33","0.00","2","2","0.67","0.25","OK"
"8l0x9","1.00","0.00","5","1","0.20","0.00","OK"
